time,ax,ay,az,aT
19.9820,-0.0346,-0.0359,-0.1684,0.176
20.0040,-0.0549,-0.0108,-0.1503,0.160
20.0460,-0.0621,0.0497,-0.2346,0.248
20.0470,-0.0375,-0.0202,-0.1889,0.194
20.0590,-0.0297,-0.0252,-0.0626,0.074
20.0770,-0.0686,-0.0157,-0.2262,0.237
20.0980,-0.0743,0.0343,-0.1961,0.212
20.1160,-0.0529,-0.0049,-0.1419,0.152
20.1350,-0.0800,-0.0063,-0.2310,0.245
20.1740,-0.0832,-0.0062,-0.1383,0.162
20.1750,-0.0379,0.0593,-0.2081,0.220
20.1930,-0.0721,-0.0229,-0.1407,0.160
20.2100,-0.0563,-0.0120,-0.1804,0.189
20.2290,-0.0973,0.0110,-0.1840,0.208
20.2490,-0.0935,-0.0046,-0.1744,0.198
20.2670,-0.0623,-0.0095,-0.1912,0.201
20.2870,-0.0922,0.0408,-0.1443,0.176
20.3270,-0.0669,0.0052,-0.1719,0.185
20.3270,-0.0570,-0.0375,-0.2453,0.255
20.3440,-0.0892,0.0244,-0.1647,0.189
20.3620,-0.0748,-0.0052,-0.2285,0.240
20.3810,-0.0951,-0.0063,-0.1900,0.213
20.4010,-0.0411,0.0140,-0.1286,0.136
20.4200,-0.0791,0.0377,-0.2465,0.262
20.4570,-0.0863,-0.0063,-0.1659,0.187
20.4590,-0.1084,-0.0158,-0.1515,0.187
20.4810,-0.0406,-0.0048,-0.2405,0.244
20.4950,-0.0647,-0.0074,-0.1467,0.161
20.5140,-0.0792,0.0284,-0.1828,0.201
20.5340,-0.0890,0.0223,-0.1419,0.169
20.5530,-0.0438,0.0174,-0.2177,0.223
20.5830,-0.0457,-0.0203,-0.1202,0.130
20.5910,-0.0690,0.0127,-0.2513,0.261
20.6090,-0.1121,-0.0217,-0.1779,0.211
20.6280,-0.0521,0.0119,-0.0757,0.093
20.6480,-0.0595,0.0084,-0.1804,0.190
20.6670,-0.0628,0.0380,-0.2634,0.273
20.6860,-0.0689,-0.0416,-0.1575,0.177
20.7040,-0.0389,-0.0307,-0.1443,0.153
20.7390,-0.1158,-0.0042,-0.2008,0.232
20.7460,-0.0526,0.0906,-0.1828,0.211
20.7640,-0.0952,-0.0200,-0.1467,0.176
20.7810,-0.0515,-0.0043,-0.2044,0.211
20.8000,-0.0553,0.0014,-0.1359,0.147
20.8190,-0.0571,-0.0175,-0.2417,0.249
20.8380,-0.0847,-0.0079,-0.0985,0.130
20.8780,-0.0610,0.0144,-0.1623,0.174
20.8790,-0.0744,0.0228,-0.1419,0.162
20.8970,-0.0484,0.0237,-0.2465,0.252
20.9130,-0.0910,-0.0616,-0.1395,0.178
20.9320,-0.0554,0.0231,-0.1647,0.175
20.9520,-0.0542,-0.0375,-0.1611,0.174
20.9700,-0.1084,0.0055,-0.2441,0.267
20.9890,-0.0623,-0.0098,-0.0853,0.106
21.0200,-0.0754,0.0138,-0.1996,0.214
21.0280,-0.0705,0.0080,-0.1876,0.201
21.0460,-0.0534,-0.0051,-0.2272,0.233
21.0650,-0.0951,-0.0756,-0.1394,0.185
21.0840,-0.0737,0.0388,-0.1731,0.192
21.1300,-0.0913,0.0186,-0.1839,0.206
21.1300,-0.0845,0.0352,-0.1791,0.201
21.1410,-0.0266,-0.0361,-0.1395,0.146
21.1600,-0.1216,-0.0159,-0.1816,0.219
21.1790,-0.0595,0.0070,-0.1924,0.201
21.1990,-0.0798,-0.0061,-0.1635,0.182
21.2180,-0.0658,0.0033,-0.1803,0.192
21.2570,-0.0873,0.0380,-0.1226,0.155
21.2580,-0.0565,0.0223,-0.1708,0.181
21.2750,-0.0698,0.0107,-0.0986,0.121
21.2940,-0.0813,-0.0497,-0.2092,0.230
21.3150,-0.0829,-0.0404,-0.1286,0.158
21.3330,-0.0728,0.0323,-0.2754,0.287
21.3770,-0.0767,-0.0106,-0.1154,0.139
21.3780,-0.0577,0.0487,-0.1467,0.165
21.3880,-0.0971,-0.0169,-0.2249,0.246
21.4070,-0.0698,-0.0227,-0.1539,0.170
21.4260,-0.0428,-0.0086,-0.1238,0.131
21.4450,-0.0560,-0.0278,-0.1804,0.191
21.4660,-0.0715,0.0006,-0.2381,0.249
21.5080,-0.1058,0.0392,-0.1154,0.161
21.5080,-0.0557,0.0058,-0.2033,0.211
21.5220,-0.0736,-0.0249,-0.1347,0.155
21.5400,-0.0882,0.0208,-0.2405,0.257
21.5600,-0.0447,-0.0117,0.0518,0.069
21.5790,-0.0684,-0.0316,-0.2574,0.268
21.6010,-0.0864,0.0344,-0.1804,0.203
21.6170,-0.0757,0.0255,-0.1431,0.164
21.6620,-0.0673,0.0095,-0.1443,0.159
21.6630,-0.0564,-0.0361,-0.1984,0.209
21.6730,-0.0922,0.0197,-0.1419,0.170
21.6920,-0.0672,-0.0004,-0.1407,0.156
21.7160,-0.0751,-0.0256,-0.1647,0.183
21.7580,-0.0825,-0.0159,-0.1106,0.139
21.7580,-0.0823,0.0745,-0.2128,0.240
21.7710,-0.0446,-0.0190,-0.1804,0.187
21.7860,-0.0257,-0.0282,-0.1551,0.160
21.8060,-0.0931,0.0017,-0.1419,0.170
21.8260,-0.0868,0.0423,-0.2682,0.285
21.8500,-0.0335,-0.0477,-0.0685,0.090
21.9000,-0.0986,0.0277,-0.1779,0.205
21.9000,-0.0625,0.0008,-0.1226,0.138
21.9000,-0.1074,-0.0283,-0.1551,0.191
21.9210,-0.0576,-0.0401,-0.1070,0.128
21.9390,-0.1047,0.0114,-0.1707,0.201
21.9580,-0.0905,0.0245,-0.1491,0.176
21.9770,-0.0775,0.0125,-0.1575,0.176
21.9960,-0.0611,0.0041,-0.1286,0.142
22.0260,-0.0978,-0.0100,-0.1996,0.222
22.0350,-0.0825,-0.0171,-0.1370,0.161
22.0530,-0.0956,-0.0158,-0.1262,0.159
22.0710,-0.0749,0.0436,-0.1491,0.172
22.0910,-0.0830,0.0401,-0.1250,0.155
22.1100,-0.0567,-0.0207,-0.1177,0.132
22.1290,-0.0686,-0.0063,-0.1936,0.205
22.1570,-0.0595,0.0058,-0.1238,0.137
22.1680,-0.1090,-0.0264,-0.1105,0.157
22.1850,-0.0723,0.0022,-0.1045,0.127
22.2050,-0.0497,0.0314,-0.1045,0.120
22.2250,-0.0474,0.0293,-0.1815,0.190
22.2430,-0.0582,-0.0005,-0.1009,0.117
22.2620,-0.0875,-0.0433,-0.1635,0.190
22.2820,-0.0806,0.0056,-0.1659,0.185
22.3130,-0.0529,0.0007,-0.1502,0.159
22.3210,-0.0831,0.0374,-0.1105,0.143
22.3390,-0.0498,-0.0260,-0.1406,0.151
22.3570,-0.0993,0.0431,-0.1875,0.216
22.3770,-0.0782,-0.0052,-0.0924,0.121
22.3950,-0.0546,0.0014,-0.2272,0.234
22.4140,-0.1127,-0.0312,-0.0756,0.139
22.4500,-0.0288,-0.0160,-0.0648,0.073
22.4530,-0.1267,0.0100,-0.1213,0.176
22.4740,-0.0805,0.0495,-0.1057,0.142
22.4890,-0.0794,0.0446,-0.0913,0.129
22.5090,-0.0738,-0.0210,-0.0889,0.117
22.5280,-0.0540,-0.0253,-0.1670,0.177
22.5470,-0.0558,-0.0256,-0.0576,0.084
22.5810,-0.0738,0.0210,-0.0588,0.097
22.5850,-0.0452,0.0360,-0.1923,0.201
22.6040,-0.1334,0.0431,-0.0480,0.148
22.6230,-0.0812,-0.0124,-0.1021,0.131
22.6420,-0.1066,-0.0068,-0.1141,0.156
22.6620,-0.0756,-0.0027,-0.1418,0.161
22.6810,-0.0236,-0.0146,-0.0709,0.076
22.7000,-0.1480,-0.0201,-0.1466,0.209
22.7360,-0.0602,0.0417,-0.1166,0.138
22.7370,-0.1140,0.0334,-0.0492,0.129
22.7580,-0.1031,0.0072,-0.1178,0.157
22.7740,-0.0537,-0.0274,-0.1070,0.123
22.7940,-0.0551,-0.0512,-0.0131,0.076
22.8120,-0.0884,0.0175,-0.1419,0.168
22.8320,-0.0485,0.0446,-0.0565,0.087
22.8630,-0.1083,0.0131,-0.1034,0.150
22.8700,-0.0774,-0.0051,-0.0781,0.110
22.8890,-0.0810,-0.0048,-0.1262,0.150
22.9070,-0.0541,-0.0186,-0.0637,0.086
22.9270,-0.0756,-0.0178,-0.0505,0.093
22.9460,-0.1035,-0.0076,-0.1647,0.195
22.9730,-0.0458,0.0068,-0.0144,0.048
23.0300,-0.0815,0.0150,-0.0986,0.129
23.0310,-0.0401,0.0428,-0.1203,0.134
23.0310,-0.0815,-0.0172,-0.0745,0.112
23.0420,-0.0448,-0.0420,-0.1022,0.119
23.0590,-0.1289,0.0188,-0.1130,0.172
23.0800,-0.0202,0.0069,-0.0481,0.053
23.0980,-0.0975,0.0188,-0.0517,0.112
23.1170,-0.0540,0.0307,-0.0926,0.112
23.1580,-0.0718,-0.0087,-0.0734,0.103
23.1580,-0.0489,-0.0159,-0.0938,0.107
23.1750,-0.1022,0.0046,-0.0878,0.135
23.1920,-0.0235,-0.0035,-0.0505,0.056
23.2110,-0.1060,0.0072,-0.0349,0.112
23.2310,-0.0572,0.0058,-0.0661,0.088
23.2750,-0.1000,-0.0037,-0.1359,0.169
23.2760,-0.0852,0.0143,-0.1576,0.180
23.2870,-0.0590,-0.0355,-0.0192,0.072
23.3060,-0.0661,-0.0330,-0.1624,0.178
23.3270,-0.0606,0.0159,-0.0806,0.102
23.3440,-0.0867,0.0289,-0.0300,0.096
23.3630,-0.0874,-0.0115,-0.1479,0.172
23.3990,-0.0768,-0.0375,-0.0817,0.118
23.4020,-0.0805,0.0219,-0.1094,0.138
23.4200,-0.0602,-0.0304,-0.0661,0.094
23.4400,-0.0832,-0.0100,-0.0168,0.085
23.4580,-0.1079,0.0329,-0.2057,0.235
23.4770,-0.0964,0.0184,-0.0192,0.100
23.4970,-0.0618,-0.0282,-0.0529,0.086
23.5430,-0.1030,-0.0065,-0.1527,0.184
23.5430,-0.0722,0.0328,-0.0673,0.104
23.5540,-0.1115,-0.0542,-0.0372,0.129
23.5720,-0.0782,0.0197,-0.0649,0.104
23.5910,-0.0792,0.0103,-0.1311,0.153
23.6100,-0.0811,0.0079,-0.1660,0.185
23.6300,-0.0852,0.0105,-0.0156,0.087
23.6490,-0.0579,-0.0359,-0.0733,0.100
23.6860,-0.1505,-0.0075,-0.1383,0.205
23.6870,-0.0196,0.0090,-0.0745,0.078
23.7060,-0.1169,0.0389,-0.1539,0.197
23.7270,-0.0425,-0.0301,-0.0818,0.097
23.7450,-0.1126,0.0033,-0.1203,0.165
23.7630,-0.0535,0.0128,-0.0758,0.094
23.7820,-0.0597,-0.0513,-0.0036,0.079
23.8250,-0.1174,-0.0106,-0.2105,0.241
23.8260,-0.0663,0.0300,-0.0577,0.093
23.8390,-0.0578,0.0119,-0.0842,0.103
23.8570,-0.0759,-0.0318,-0.0890,0.121
23.8770,-0.0733,0.0100,-0.1311,0.151
23.8960,-0.0850,-0.0067,-0.0938,0.127
23.9140,-0.0911,0.0158,-0.0108,0.093
23.9350,-0.0706,-0.0315,-0.1744,0.191
23.9710,-0.1024,0.0735,-0.1744,0.215
23.9750,-0.0422,0.0140,-0.0805,0.092
23.9900,-0.1025,-0.0073,-0.0577,0.118
24.0090,-0.0596,-0.0548,-0.1166,0.142
24.0290,-0.1141,0.0073,-0.1840,0.217
24.0470,-0.0337,0.0143,0.0193,0.041
24.0670,-0.0876,0.0357,-0.1503,0.178
24.1010,-0.0849,0.0183,-0.2597,0.274
24.1050,-0.0445,-0.0151,0.0326,0.057
24.1220,-0.0892,-0.0104,-0.1334,0.161
24.1420,-0.0763,-0.0270,-0.1154,0.141
24.1630,-0.0629,0.0052,-0.1455,0.159
24.1800,-0.0911,0.0149,-0.1058,0.140
24.1990,-0.0281,0.0460,-0.1286,0.139
24.2460,-0.1064,-0.0019,-0.1069,0.151
24.2470,-0.0851,0.0328,-0.1430,0.170
24.2580,-0.0381,-0.0398,-0.0420,0.069
24.2750,-0.1035,-0.0104,-0.1058,0.148
24.2940,-0.0460,-0.0270,-0.1731,0.181
24.3130,-0.0949,0.0695,-0.0769,0.141
24.3320,-0.0755,0.0015,-0.0576,0.095
24.3510,-0.1169,-0.0115,-0.1346,0.179
24.3890,-0.1050,0.0198,-0.0817,0.134
24.3900,-0.0476,-0.0100,-0.0961,0.108
24.4080,-0.0753,-0.0126,-0.0480,0.090
24.4270,-0.0690,-0.0159,-0.1671,0.181
24.4470,-0.1245,0.0402,-0.1370,0.189
24.4660,-0.0391,0.0297,-0.0480,0.069
24.4850,-0.1283,0.0198,-0.1418,0.192
24.5370,-0.0658,-0.0146,-0.1202,0.138
24.5380,-0.0678,-0.0210,-0.0216,0.074
24.5410,-0.0390,-0.0052,-0.0913,0.099
24.5600,-0.0869,0.0043,-0.1971,0.215
24.5790,-0.0590,0.0396,-0.1130,0.133
24.5980,-0.0763,-0.0115,-0.0264,0.082
24.6170,-0.0804,-0.0318,-0.0709,0.112
24.6620,-0.0530,0.0301,-0.1515,0.163
24.6620,-0.0398,0.0324,-0.1022,0.114
24.6750,-0.0897,-0.0464,-0.0962,0.139
24.6920,-0.1061,-0.0119,-0.1359,0.173
24.7110,-0.0932,0.0418,-0.0901,0.136
24.7310,-0.0551,0.0437,-0.1804,0.194
24.7520,-0.0697,-0.0147,-0.0059,0.072
24.7690,-0.0798,0.0009,-0.1912,0.207
24.8070,-0.0727,-0.0262,-0.1202,0.143
24.8080,-0.0702,0.0070,-0.1286,0.147
24.8270,-0.0665,0.0403,-0.0131,0.079
24.8460,-0.1006,0.0059,-0.1659,0.194
24.8660,-0.0274,-0.0239,-0.0709,0.080
24.9060,-0.0831,0.0378,-0.0709,0.116
24.9060,-0.0616,-0.0184,-0.1046,0.123
24.9230,-0.0635,-0.0550,-0.0974,0.129
24.9390,-0.0720,0.0284,-0.1070,0.132
24.9590,-0.0741,0.0427,-0.1022,0.133
24.9780,-0.0847,-0.0038,-0.1299,0.155
24.9970,-0.0720,-0.0405,-0.0938,0.125
25.0170,-0.0648,0.0547,-0.1443,0.167
25.0700,-0.0694,0.0165,-0.1551,0.171
25.0710,-0.0763,-0.0074,-0.2056,0.219
25.0730,-0.1386,-0.0062,-0.0492,0.147
25.0910,-0.0412,0.0484,-0.1407,0.154
25.1110,-0.0861,-0.0302,-0.1299,0.159
25.1300,-0.0773,-0.0110,-0.1623,0.180
25.1510,-0.0977,0.0129,-0.1046,0.144
25.1990,-0.0455,0.0082,-0.0914,0.102
25.1990,-0.0996,0.0165,-0.1058,0.146
25.2060,-0.0665,-0.0144,-0.1238,0.141
25.2240,-0.1082,-0.0040,-0.0913,0.142
25.2440,-0.0216,0.0139,-0.0950,0.098
25.2630,-0.1001,0.0136,-0.2080,0.231
25.2830,-0.0472,-0.0327,-0.0781,0.097
25.3030,-0.0921,0.0063,-0.1022,0.138
25.3700,-0.0838,0.0254,-0.1611,0.183
25.3700,-0.0923,-0.0144,-0.1563,0.182
25.3700,-0.0128,0.0154,-0.0974,0.099
25.3770,-0.0818,-0.0099,-0.1816,0.199
25.3990,-0.0616,0.0175,-0.1227,0.138
25.4410,-0.0996,-0.0122,-0.1010,0.142
25.4410,-0.0404,-0.0005,-0.2165,0.220
25.4530,-0.0878,0.0498,-0.0746,0.126
25.4710,-0.0745,-0.0041,-0.1384,0.157
25.4910,-0.0602,-0.0014,-0.1251,0.139
25.5090,-0.0874,0.0057,-0.0806,0.119
25.5290,-0.0891,-0.0158,-0.1106,0.143
25.5700,-0.0616,0.0127,-0.2201,0.229
25.5700,-0.0933,0.0046,-0.0036,0.093
25.5850,-0.0709,-0.0007,-0.1335,0.151
25.6040,-0.0726,-0.0009,-0.1155,0.136
25.6230,-0.0798,0.0442,-0.1468,0.173
25.6430,-0.0610,-0.0355,-0.0975,0.120
25.6620,-0.1525,-0.0084,-0.1805,0.236
25.6810,-0.0363,-0.0025,-0.1192,0.125
25.7180,-0.1216,0.0170,-0.1516,0.195
25.7180,-0.0695,-0.0006,-0.1685,0.182
25.7380,-0.0746,0.0266,-0.1420,0.163
25.7560,-0.1251,-0.0173,-0.2503,0.280
25.7760,-0.0775,-0.0216,-0.0445,0.092
25.7940,-0.0714,-0.0028,-0.1215,0.141
25.8130,-0.1112,0.0114,-0.1552,0.191
25.8460,-0.0561,-0.0078,-0.1419,0.153
25.8510,-0.0814,0.0329,-0.1395,0.165
25.8710,-0.0602,0.0135,-0.1119,0.128
25.8890,-0.0797,0.0113,-0.1721,0.190
25.9080,-0.0707,-0.0281,-0.0891,0.117
25.9280,-0.1060,-0.0518,-0.1444,0.186
25.9630,-0.0986,0.0365,-0.2286,0.252
25.9660,-0.0482,-0.0159,-0.1192,0.130
25.9840,-0.0702,0.0222,-0.1119,0.134
26.0030,-0.1003,0.0256,-0.2335,0.255
26.0230,-0.0840,0.0182,-0.0915,0.126
26.0420,-0.0392,-0.0422,-0.1481,0.159
26.0600,-0.0869,0.0041,-0.1662,0.188
26.1160,-0.0419,0.0355,-0.1144,0.127
26.1160,-0.0858,0.0076,-0.1938,0.212
26.1170,-0.0828,0.0060,-0.2023,0.219
26.1370,-0.0651,0.0097,-0.0928,0.114
26.1550,-0.0804,-0.0331,-0.1999,0.218
26.1740,-0.0571,-0.0008,-0.0363,0.068
26.1940,-0.0558,0.0292,-0.1048,0.122
26.2360,-0.0758,0.0264,-0.1914,0.208
26.2360,-0.0901,-0.0023,-0.1602,0.184
26.2500,-0.0580,-0.0285,-0.0723,0.097
26.2690,-0.1053,0.0082,-0.1818,0.210
26.2900,-0.0608,0.0113,-0.1613,0.173
26.3070,-0.0544,-0.0019,-0.1312,0.142
26.3270,-0.0448,0.0246,-0.1192,0.130
26.3650,-0.0684,-0.0221,-0.1360,0.154
26.3660,-0.1095,0.0175,-0.2178,0.244
26.3830,-0.0767,-0.0239,-0.0723,0.108
26.4030,-0.0487,0.0022,-0.2094,0.215
26.4220,-0.1163,0.0218,-0.1613,0.200
26.4410,-0.0308,0.0028,-0.1252,0.129
26.4600,-0.0937,0.0067,-0.1625,0.188
26.4790,-0.0710,0.0025,-0.0987,0.122
26.5250,-0.0723,0.0235,-0.1480,0.166
26.5260,-0.1062,-0.0239,-0.2574,0.279
26.5360,-0.0527,-0.0045,-0.0673,0.086
26.5540,-0.0951,0.0107,-0.1876,0.211
26.5730,-0.0940,-0.0261,-0.0132,0.098
26.5920,-0.0521,0.0316,-0.2634,0.270
26.6120,-0.0974,0.0222,-0.1949,0.219
26.6500,-0.0481,0.0066,-0.0986,0.110
26.6510,-0.0936,-0.0288,-0.1516,0.180
26.6680,-0.0752,-0.0014,-0.0902,0.118
26.6870,-0.0940,0.0033,-0.1564,0.183
26.7070,-0.0948,0.0187,-0.1997,0.222
26.7270,-0.0427,-0.0038,-0.0926,0.102
26.7450,-0.1325,0.0213,-0.1865,0.230
26.7870,-0.0512,0.0157,-0.1228,0.134
26.7880,-0.0675,-0.0020,-0.2383,0.248
26.8010,-0.1108,-0.0456,-0.1035,0.158
26.8200,-0.0400,0.0044,-0.1023,0.110
26.8400,-0.0821,0.0455,-0.2322,0.250
26.8580,-0.0356,-0.0085,-0.1877,0.191
26.8770,-0.0719,-0.0135,-0.1262,0.146
26.8980,-0.0776,-0.0117,-0.1888,0.204
26.9450,-0.0280,-0.0057,-0.1636,0.166
26.9450,-0.0924,-0.0028,-0.1526,0.178
26.9530,-0.0635,0.0058,-0.1322,0.147
26.9720,-0.0641,0.0037,-0.1840,0.195
26.9930,-0.0536,0.0226,-0.1203,0.134
27.0110,-0.0373,0.0112,-0.1649,0.169
27.0300,-0.0882,-0.0223,-0.1925,0.213
27.0730,-0.0908,-0.0044,-0.1552,0.180
27.0730,-0.0515,0.0146,-0.1528,0.162
27.0860,-0.0745,-0.0163,-0.1444,0.163
27.1050,-0.0745,0.0370,-0.2226,0.238
27.1240,-0.1028,0.0108,-0.1985,0.224
27.1450,-0.0848,-0.0369,-0.1672,0.191
27.1640,-0.0481,-0.0213,-0.1877,0.195
27.1820,-0.0968,0.0131,-0.1781,0.203
27.2310,-0.0671,0.0272,-0.2058,0.218
27.2310,-0.0854,0.0045,-0.2262,0.242
27.2380,-0.0469,-0.0131,-0.0819,0.095
27.2570,-0.1272,0.0415,-0.2431,0.277
27.2750,-0.0634,-0.0122,-0.0626,0.090
27.2940,-0.0891,-0.0263,-0.1685,0.192
27.3140,-0.1021,0.0359,-0.2828,0.303
27.3570,-0.0930,0.0085,-0.0843,0.126
27.3570,-0.0925,-0.0060,-0.1444,0.172
27.3710,-0.0497,0.0083,-0.2226,0.228
27.3900,-0.0532,0.0499,-0.1685,0.184
27.4090,-0.1112,-0.0562,-0.1625,0.205
27.4280,-0.0659,-0.0251,-0.1564,0.172
27.4470,-0.0989,0.0382,-0.2466,0.268
27.4850,-0.0684,-0.0002,-0.1408,0.157
27.4850,-0.0969,0.0022,-0.2058,0.227
27.5030,-0.0361,-0.0136,-0.1468,0.152
27.5230,-0.0996,0.0325,-0.2057,0.231
27.5410,-0.1044,-0.0220,-0.2033,0.230
27.5610,-0.0424,-0.0195,-0.1756,0.182
27.5800,-0.1036,0.0388,-0.1552,0.191
27.6000,-0.0435,0.0385,-0.1276,0.140
27.6410,-0.0719,-0.0188,-0.1528,0.170
27.6410,-0.1132,-0.0072,-0.2202,0.248
27.6600,-0.0516,0.0261,-0.0999,0.115
27.6740,-0.0726,0.0033,-0.2106,0.223
27.6930,-0.0583,-0.0002,-0.2130,0.221
27.7120,-0.0780,0.0199,-0.1384,0.160
27.7320,-0.0670,0.0032,-0.2178,0.228
27.7500,-0.0599,0.0128,-0.1625,0.174
27.7690,-0.0824,0.0055,-0.1408,0.163
27.7880,-0.0763,-0.0159,-0.2058,0.220
27.8120,-0.0977,0.0188,-0.2250,0.246
27.8550,-0.0701,0.0403,-0.1360,0.158
27.8550,-0.0880,-0.0012,-0.1985,0.217
27.8650,-0.0934,-0.0071,-0.1913,0.213
27.8830,-0.0605,-0.0095,-0.1132,0.129
27.9040,-0.0884,0.0309,-0.1841,0.207
27.9220,-0.0998,0.0131,-0.2286,0.250
27.9410,-0.0465,-0.0131,-0.1985,0.204
27.9590,-0.0788,0.0036,-0.1721,0.189
27.9820,-0.0506,-0.0034,-0.1480,0.156
28.0360,-0.0993,-0.0142,-0.1661,0.194
28.0370,-0.0789,0.0084,-0.2262,0.240
28.0400,-0.0607,-0.0132,-0.0518,0.081
28.0560,-0.0890,0.0142,-0.2840,0.298
28.0730,-0.0677,-0.0059,-0.1745,0.187
28.0960,-0.0348,0.0488,-0.1384,0.151
28.1460,-0.0812,0.0153,-0.2539,0.267
28.1470,-0.0773,-0.0145,-0.0963,0.124
28.1500,-0.0423,0.0024,-0.2046,0.209
28.1700,-0.1137,-0.0095,-0.1540,0.192
28.1870,-0.0355,-0.0214,-0.1372,0.143
28.2060,-0.1017,0.0347,-0.2647,0.286
28.2260,-0.0739,0.0131,-0.0446,0.087
28.2500,-0.0458,0.0214,-0.1264,0.136
28.3010,-0.1010,-0.0406,-0.2395,0.263
28.3010,-0.0536,-0.0003,-0.1914,0.199
28.3020,-0.0647,-0.0110,-0.2166,0.226
28.3210,-0.0779,-0.0405,-0.1409,0.166
28.3390,-0.0577,0.0441,-0.2227,0.234
28.3590,-0.0986,0.0367,-0.1758,0.205
28.3850,-0.0278,-0.0144,-0.0988,0.104
28.3980,-0.0839,-0.0428,-0.2131,0.233
28.4390,-0.0870,0.0203,-0.2323,0.249
28.4400,-0.0705,0.0275,-0.1517,0.170
28.4540,-0.0843,-0.0057,-0.1361,0.160
28.4720,-0.0658,-0.0043,-0.2456,0.254
28.4910,-0.0722,0.0262,-0.1157,0.139
28.5230,-0.0452,0.0011,-0.1048,0.114
28.5300,-0.1030,-0.0131,-0.2612,0.281
28.5490,-0.0673,0.0097,-0.1818,0.194
28.5680,-0.1130,0.0203,-0.0820,0.141
28.5870,-0.0386,-0.0188,-0.1831,0.188
28.6060,-0.0485,0.0085,-0.1891,0.195
28.6250,-0.0829,0.0453,-0.2059,0.227
28.6620,-0.0528,-0.0263,-0.1410,0.153
28.6630,-0.0636,0.0084,-0.1482,0.161
28.6820,-0.0988,0.0048,-0.2733,0.291
28.7000,-0.0494,0.0287,-0.1458,0.157
28.7200,-0.0517,-0.0296,-0.1434,0.155
28.7390,-0.0766,-0.0043,-0.0868,0.116
28.7580,-0.0427,-0.0043,-0.2191,0.223
28.7780,-0.1105,0.0360,-0.1842,0.218
28.8180,-0.0771,0.0253,-0.0820,0.115
28.8180,-0.1017,-0.0283,-0.2263,0.250
28.8340,-0.0600,-0.0035,-0.2107,0.219
28.8520,-0.0225,0.0427,-0.0483,0.068
28.8710,-0.1106,-0.0210,-0.3718,0.389
28.8900,-0.0791,-0.0206,-0.0423,0.092
28.9100,-0.0830,0.0569,-0.2022,0.226
28.9450,-0.1085,0.0101,-0.2094,0.236
28.9480,-0.0500,-0.0270,-0.0338,0.066
28.9660,-0.0977,-0.0220,-0.1950,0.219
28.9850,-0.0906,0.0499,-0.1962,0.222
29.0070,-0.0550,-0.0120,-0.0711,0.091
29.0300,-0.1415,0.0025,-0.2178,0.260
29.0430,-0.0683,-0.0041,-0.0578,0.090
29.0630,-0.0571,0.0069,-0.0723,0.092
29.0810,-0.0795,-0.0166,-0.2455,0.259
29.0990,-0.0765,0.0168,-0.0855,0.116
29.1190,-0.0554,0.0287,-0.1180,0.134
29.1390,-0.0769,-0.0116,-0.1626,0.180
29.1570,-0.0887,-0.0105,-0.1938,0.213
29.2000,-0.0469,0.0122,-0.0267,0.055
29.2000,-0.1050,-0.0103,-0.1843,0.212
29.2140,-0.0342,0.0135,-0.1711,0.175
29.2330,-0.0780,0.0074,-0.1037,0.130
29.2520,-0.0799,0.0417,-0.1181,0.149
29.2730,-0.0645,-0.0177,-0.1722,0.185
29.2900,-0.0646,0.0323,-0.1494,0.166
29.3090,-0.0588,0.0036,-0.0471,0.075
29.3490,-0.0858,-0.0035,-0.1806,0.200
29.3490,-0.0588,0.0024,-0.1109,0.126
29.3660,-0.0886,0.0131,-0.0579,0.107
29.3860,-0.1082,0.0165,-0.2179,0.244
29.4040,-0.0682,-0.0119,-0.0868,0.111
29.4240,-0.0878,0.0168,-0.0844,0.123
29.4420,-0.0660,0.0132,-0.2264,0.236
29.4820,-0.0761,0.0117,-0.1241,0.146
29.4830,-0.0909,-0.0121,-0.2288,0.246
29.4980,-0.1194,0.0058,-0.1037,0.158
29.5190,-0.0793,0.0356,-0.1205,0.149
29.5370,-0.0507,-0.0346,-0.1662,0.177
29.5570,-0.0784,-0.0037,-0.1650,0.183
29.5750,-0.0892,0.0179,-0.0508,0.104
29.6150,-0.0781,0.0120,-0.2192,0.233
29.6160,-0.0533,-0.0119,-0.1554,0.165
29.6310,-0.1186,0.0106,-0.1013,0.156
29.6500,-0.0366,0.0094,-0.0856,0.094
29.6690,-0.0874,0.0307,-0.1265,0.157
29.6890,-0.0789,-0.0228,-0.1638,0.183
29.7080,-0.0730,0.0199,-0.1253,0.146
29.7270,-0.0875,-0.0241,-0.1686,0.192
29.7650,-0.0720,0.0210,-0.1951,0.209
29.7660,-0.0408,0.0506,-0.1614,0.174
29.7840,-0.1024,-0.0590,-0.1061,0.159
29.8020,-0.1084,-0.0172,-0.1253,0.167
29.8210,-0.0387,0.0625,-0.1037,0.127
29.8410,-0.0927,-0.0019,-0.1734,0.197
29.8600,-0.0451,-0.0292,-0.0832,0.099
29.9030,-0.1081,-0.0125,-0.0531,0.121
29.9030,-0.0732,0.0255,-0.1662,0.183
29.9160,-0.0663,0.0172,-0.0832,0.108
29.9350,-0.0807,-0.0256,-0.0002,0.085
29.9540,-0.0651,0.0090,-0.1169,0.134
29.9740,-0.0626,0.0209,-0.1361,0.151
29.9940,-0.0586,0.0209,-0.1806,0.191
