time,ax,ay,az,aT
50.2000,-0.0698,-0.0203,-0.1438,0.161
50.2200,-0.0866,0.0273,-0.1715,0.194
50.2560,-0.0588,0.0246,-0.1150,0.131
50.2580,-0.1265,0.0365,-0.1847,0.227
50.2760,-0.0774,0.0283,-0.2292,0.244
50.2960,-0.1239,0.0461,-0.1739,0.218
50.3150,-0.0468,-0.0075,-0.1559,0.163
50.3590,-0.1350,-0.0157,-0.1775,0.224
50.3600,-0.0935,-0.0168,-0.2016,0.223
50.3710,-0.0936,0.0429,-0.1679,0.197
50.3900,-0.1084,0.0643,-0.1607,0.204
50.4100,-0.1131,0.0371,-0.2124,0.243
50.4290,-0.0987,-0.0260,-0.1967,0.222
50.4490,-0.0839,0.0050,-0.0741,0.112
50.4680,-0.0762,-0.0001,-0.1968,0.211
50.5140,-0.1383,0.0216,-0.1282,0.190
50.5150,-0.0446,0.0537,-0.1703,0.184
50.5230,-0.1218,0.0737,-0.1174,0.185
50.5430,-0.0734,0.0034,-0.1102,0.132
50.5950,-0.1242,-0.0155,-0.2449,0.275
50.5950,-0.0709,0.0193,-0.1896,0.203
50.5990,-0.0545,0.0572,-0.1138,0.139
50.6220,-0.1251,0.0408,-0.1715,0.216
50.6360,-0.1096,0.0393,-0.1980,0.230
50.6560,-0.0550,0.0000,-0.0704,0.089
50.6750,-0.0834,0.0037,-0.2112,0.227
50.6940,-0.0788,0.0324,-0.2172,0.233
50.7150,-0.1187,0.0288,-0.1138,0.167
50.7720,-0.1326,0.0098,-0.1703,0.216
50.7720,-0.0587,0.0314,-0.1859,0.198
50.7720,-0.1443,0.0526,-0.1089,0.188
50.7890,-0.0704,-0.0212,-0.1811,0.195
50.8070,-0.0577,0.0099,-0.1114,0.126
50.8320,-0.0951,0.0490,-0.1992,0.226
50.8710,-0.1243,-0.0009,-0.2136,0.247
50.8720,-0.0911,0.0100,-0.0969,0.133
50.8840,-0.0842,0.0505,-0.1462,0.176
50.9030,-0.0653,0.0626,-0.1763,0.198
50.9220,-0.1244,-0.0161,-0.1943,0.231
50.9410,-0.0712,0.0161,-0.1438,0.161
50.9660,-0.1143,0.0270,-0.1739,0.210
51.0080,-0.1164,-0.0039,-0.1955,0.228
51.0080,-0.1139,0.0427,-0.1065,0.162
51.0180,-0.0866,0.0357,-0.1739,0.197
51.0350,-0.1010,0.0608,-0.1438,0.186
51.0550,-0.0870,0.0166,-0.1751,0.196
51.0740,-0.1073,-0.0131,-0.1703,0.202
51.0930,-0.1188,0.0203,-0.1090,0.162
51.1160,-0.0394,0.0335,-0.1487,0.157
51.1680,-0.1472,0.0370,-0.1920,0.245
51.1680,-0.0968,0.0038,-0.1559,0.184
51.1700,-0.0687,0.0502,-0.0680,0.109
51.1900,-0.0855,0.0300,-0.2064,0.225
51.2060,-0.0926,-0.0055,-0.2401,0.257
51.2260,-0.0990,0.0231,-0.0633,0.120
51.2450,-0.0937,0.0338,-0.1607,0.189
51.2640,-0.0778,0.0350,-0.2353,0.250
51.2910,-0.0736,0.0397,-0.0993,0.130
51.3060,-0.0784,0.0005,-0.1366,0.158
51.3200,-0.1288,0.0436,-0.1475,0.201
51.3400,-0.1004,0.0055,-0.1992,0.223
51.3580,-0.0760,0.0162,-0.0910,0.120
51.3780,-0.0878,0.0211,-0.1956,0.215
51.4020,-0.0797,0.0401,-0.1186,0.148
51.4410,-0.1019,0.0103,-0.1475,0.180
51.4410,-0.0840,0.0273,-0.2137,0.231
51.4550,-0.0927,0.0095,-0.0789,0.122
51.4730,-0.0653,0.0097,-0.1872,0.199
51.4910,-0.1022,0.0407,-0.1680,0.201
51.5110,-0.0631,0.0382,-0.0537,0.091
51.5290,-0.1124,0.0132,-0.1920,0.223
51.5490,-0.1277,0.0347,-0.1571,0.205
51.5750,-0.0752,0.0051,-0.1114,0.134
51.5870,-0.0978,0.0504,-0.1559,0.191
51.6060,-0.1148,0.0359,-0.0945,0.153
51.6250,-0.0908,0.0311,-0.1571,0.184
51.6430,-0.0931,0.0132,-0.1391,0.168
51.6620,-0.0637,0.0383,-0.1054,0.129
51.6820,-0.1324,0.0489,-0.2124,0.255
51.7130,-0.0854,0.0262,-0.1210,0.150
51.7200,-0.0333,0.0060,-0.1487,0.153
51.7380,-0.1015,0.0156,-0.0826,0.132
51.7570,-0.1113,0.0265,-0.1980,0.229
51.7760,-0.0948,-0.0091,-0.1427,0.172
51.7960,-0.0625,0.0149,-0.1415,0.155
51.8140,-0.0650,0.0932,-0.0849,0.142
51.8340,-0.1446,0.0529,-0.1980,0.251
51.8630,-0.0877,-0.0625,-0.2245,0.249
51.8770,-0.0825,0.0090,0.0293,0.088
51.8900,-0.1116,0.0553,-0.1968,0.233
51.9090,-0.1448,0.0103,-0.1752,0.227
51.9290,-0.0700,0.0269,-0.0573,0.094
51.9580,-0.0640,0.0615,-0.1391,0.165
51.9670,-0.1140,0.0105,-0.1788,0.212
51.9850,-0.0935,-0.0072,-0.1475,0.175
52.0060,-0.0723,0.0059,-0.1283,0.147
52.0250,-0.1118,0.0298,-0.1523,0.191
52.0420,-0.1056,0.0287,-0.2233,0.249
52.0610,-0.0799,0.0476,-0.0777,0.121
52.0810,-0.1191,0.0464,-0.1764,0.218
52.1200,-0.0728,-0.0034,-0.1511,0.168
52.1200,-0.1051,0.0002,-0.1343,0.171
52.1390,-0.1285,0.0300,-0.1956,0.236
52.1570,-0.0614,0.0634,-0.0080,0.089
52.1750,-0.1027,0.0160,-0.2149,0.239
52.1940,-0.1100,0.0267,-0.1475,0.186
52.2140,-0.1223,0.0231,0.0365,0.130
52.2480,-0.0701,0.0388,-0.1439,0.165
52.2520,-0.0747,0.0114,-0.2715,0.282
52.2690,-0.1310,0.0102,-0.0501,0.141
52.2890,-0.1166,0.0376,-0.0537,0.134
52.3080,-0.1152,0.0165,-0.1403,0.182
52.3270,-0.0800,0.0139,-0.2089,0.224
52.3470,-0.0640,0.0493,-0.0225,0.084
52.3650,-0.1395,0.0269,-0.1993,0.245
52.3960,-0.0788,-0.0087,-0.2173,0.231
52.4030,-0.0883,0.0627,-0.0585,0.123
52.4210,-0.0897,0.0067,-0.0718,0.115
52.4410,-0.0863,0.0187,-0.1139,0.144
52.4600,-0.0844,0.0650,-0.0839,0.136
52.4800,-0.1129,0.0138,-0.1187,0.164
52.4980,-0.1119,-0.0230,-0.0839,0.142
52.5480,-0.0950,0.0366,-0.1295,0.165
52.5480,-0.0649,0.0473,-0.1452,0.166
52.5560,-0.0758,0.0281,-0.0910,0.122
52.5740,-0.1281,0.0151,-0.0862,0.155
52.5930,-0.1198,0.0509,-0.1717,0.215
52.6120,-0.0971,0.0115,-0.1656,0.192
52.6330,-0.0416,0.0114,-0.0273,0.051
52.6740,-0.1287,0.0138,-0.2258,0.260
52.6740,-0.0713,0.0626,-0.0935,0.133
52.6880,-0.1027,0.0506,-0.1548,0.193
52.7070,-0.0906,-0.0304,-0.1139,0.149
52.7280,-0.1122,0.0280,-0.1067,0.157
52.7450,-0.1122,0.0149,-0.1572,0.194
52.7640,-0.0654,0.0542,-0.0453,0.096
52.8000,-0.0865,-0.0113,-0.1271,0.154
52.8020,-0.1338,0.0363,-0.1717,0.221
52.8200,-0.0601,0.0411,-0.0947,0.119
52.8400,-0.0828,0.0198,-0.1223,0.149
52.8600,-0.0861,0.0103,-0.1608,0.183
52.8780,-0.1039,-0.0039,-0.0934,0.140
52.8970,-0.0815,0.0569,-0.0874,0.132
52.9170,-0.1100,0.0414,-0.1019,0.156
52.9580,-0.0886,-0.0182,-0.0959,0.132
52.9580,-0.0709,0.0414,-0.0790,0.114
52.9730,-0.0847,0.0297,-0.2041,0.223
52.9920,-0.0837,0.0297,-0.0537,0.104
53.0110,-0.0646,0.0189,-0.1139,0.132
53.0300,-0.1391,0.0154,-0.1452,0.202
53.0500,-0.0682,0.0298,-0.0164,0.076
53.0870,-0.0846,0.0322,-0.1415,0.168
53.0900,-0.1154,0.0345,-0.1620,0.202
53.1050,-0.1047,0.0358,-0.0693,0.131
53.1240,-0.0963,-0.0211,-0.1668,0.194
53.1440,-0.0798,0.0420,-0.0826,0.122
53.1630,-0.0805,0.0122,-0.1584,0.178
53.1820,-0.1243,0.0265,-0.0657,0.143
53.2180,-0.0877,0.0183,-0.1391,0.165
53.2190,-0.0483,0.0458,-0.1656,0.178
53.2390,-0.1152,0.0196,-0.0381,0.123
53.2580,-0.0789,-0.0124,-0.1391,0.160
53.2770,-0.1212,0.0569,-0.0837,0.158
53.2970,-0.0526,-0.0098,-0.0176,0.056
53.3150,-0.0907,0.0450,-0.1499,0.181
53.3350,-0.1258,0.0128,-0.1583,0.203
53.3750,-0.0679,0.0427,-0.0296,0.085
53.3750,-0.1129,0.0403,-0.1258,0.174
53.3910,-0.0571,-0.0297,-0.1150,0.132
53.4100,-0.1187,0.0225,-0.1655,0.205
53.4290,-0.0799,0.0346,0.0149,0.088
53.4490,-0.0737,0.0475,-0.1956,0.214
53.4680,-0.1397,-0.0037,-0.2305,0.270
53.5060,-0.0780,0.0429,-0.0332,0.095
53.5060,-0.0898,0.0073,-0.1126,0.144
53.5240,-0.0787,0.0312,-0.1980,0.215
53.5420,-0.0934,0.0098,-0.0476,0.105
53.5620,-0.1216,0.0443,-0.1474,0.196
53.5820,-0.1058,0.0110,-0.1944,0.222
53.6000,-0.0708,0.0503,-0.0368,0.094
53.6200,-0.1066,-0.0104,-0.1402,0.176
53.6630,-0.0743,0.0062,-0.1607,0.177
53.6700,-0.0535,0.0490,-0.0464,0.086
53.6770,-0.1400,0.0265,-0.1510,0.208
53.6940,-0.0870,-0.0055,-0.1390,0.164
53.7130,-0.1191,0.0363,-0.0969,0.158
53.7330,-0.0919,0.0436,-0.0572,0.117
53.7520,-0.0867,-0.0016,-0.1992,0.217
53.7980,-0.1273,0.0104,-0.1222,0.177
53.7980,-0.0654,0.0165,-0.0548,0.087
53.8090,-0.1136,0.0166,-0.2208,0.249
53.8280,-0.0737,0.0238,-0.1667,0.184
53.8470,-0.1074,0.0285,-0.0332,0.116
53.8650,-0.1429,0.0296,-0.1438,0.205
53.8850,-0.0230,0.0380,-0.0945,0.104
53.9250,-0.1458,0.0286,-0.2172,0.263
53.9260,-0.0995,-0.0082,-0.0969,0.139
53.9420,-0.0985,0.0409,-0.0788,0.133
53.9600,-0.0972,0.0314,-0.1161,0.155
53.9810,-0.0879,0.0313,-0.1270,0.158
54.0000,-0.0957,0.0107,-0.1065,0.144
54.0180,-0.0744,0.0398,-0.0728,0.111
54.0370,-0.0997,0.0019,-0.2280,0.249
54.0780,-0.1159,0.0091,-0.0235,0.119
54.0790,-0.0662,0.0174,-0.0909,0.114
54.0940,-0.1458,0.0720,-0.2364,0.287
54.1130,-0.0786,0.0422,-0.0704,0.114
54.1340,-0.0913,0.0230,-0.0885,0.129
54.1510,-0.1123,-0.0209,-0.2196,0.248
54.1700,-0.0853,0.0256,-0.1137,0.144
54.2050,-0.0956,0.0445,-0.0235,0.108
54.2080,-0.1157,0.0195,-0.1643,0.202
54.2260,-0.0976,0.0302,-0.1703,0.199
54.2450,-0.0948,0.0530,-0.0452,0.118
54.2650,-0.1404,-0.0372,-0.2954,0.329
54.2840,-0.0662,0.0152,-0.0584,0.090
54.3360,-0.1050,0.0297,-0.0392,0.116
54.3370,-0.1342,0.0299,-0.2906,0.321
54.3400,-0.0897,0.0120,-0.0211,0.093
54.3590,-0.0986,0.0643,-0.1883,0.222
54.3780,-0.1236,0.0154,-0.1246,0.176
54.3980,-0.0579,-0.0213,-0.1474,0.160
54.4170,-0.1267,0.0525,-0.2148,0.255
54.4620,-0.0715,0.0486,-0.1149,0.144
54.4620,-0.0991,0.0296,-0.0668,0.123
54.4740,-0.1228,0.0500,-0.2040,0.243
54.4930,-0.0839,0.0069,-0.1426,0.166
54.5110,-0.1304,-0.0215,-0.0981,0.165
54.5310,-0.0640,0.0584,-0.0765,0.116
54.5500,-0.0791,0.0226,-0.2124,0.228
54.5700,-0.1171,-0.0084,-0.1162,0.165
54.6140,-0.0710,0.0383,-0.0584,0.100
54.6150,-0.1231,0.0620,-0.2016,0.244
54.6260,-0.0761,0.0060,-0.0885,0.117
54.6440,-0.0589,-0.0202,-0.1102,0.127
54.6630,-0.1015,0.0429,-0.1342,0.174
54.6820,-0.1144,0.0418,-0.1919,0.227
54.7030,-0.0968,0.0148,-0.0753,0.124
54.7500,-0.0933,0.0195,-0.1631,0.189
54.7510,-0.0683,0.0052,-0.1583,0.172
54.7580,-0.0967,0.0518,-0.0729,0.132
54.7770,-0.0965,0.0268,-0.0933,0.137
54.7960,-0.1367,0.0278,-0.2220,0.262
54.8150,-0.0653,-0.0173,-0.1209,0.139
54.8340,-0.0927,0.0709,-0.1330,0.177
54.8560,-0.1235,0.0888,-0.1594,0.220
54.9080,-0.0470,-0.0507,-0.1474,0.163
54.9080,-0.0733,0.0053,-0.1499,0.167
54.9100,-0.1360,0.0757,-0.1847,0.242
54.9290,-0.1015,0.0184,-0.1186,0.157
54.9480,-0.0751,0.0020,-0.1643,0.181
54.9670,-0.0929,0.0519,-0.1679,0.199
54.9900,-0.0883,0.0246,-0.1426,0.170
55.0330,-0.0969,-0.0064,-0.0885,0.131
55.0340,-0.0947,0.0140,-0.1956,0.218
55.0430,-0.0697,0.0198,-0.1065,0.129
55.0620,-0.1254,0.0567,-0.1559,0.208
55.0820,-0.0768,0.0293,-0.1655,0.185
55.1010,-0.1143,0.0282,-0.1258,0.172
55.1210,-0.0573,0.0077,-0.1258,0.138
55.1610,-0.0868,0.0126,-0.2148,0.232
55.1610,-0.1133,0.0020,-0.2341,0.260
55.1760,-0.0567,0.0626,-0.0537,0.100
55.1950,-0.0932,0.0505,-0.1451,0.180
55.2140,-0.1133,0.0208,-0.1812,0.215
55.2330,-0.1114,-0.0195,-0.1427,0.182
55.2520,-0.0606,0.0282,-0.1223,0.139
55.2740,-0.0878,-0.0122,-0.1379,0.164
55.3270,-0.1434,0.0497,-0.1150,0.190
55.3280,-0.0781,0.0557,-0.1632,0.189
55.3280,-0.0898,0.0578,-0.1246,0.164
55.3470,-0.1040,-0.0183,-0.1258,0.164
55.3660,-0.0558,0.0272,-0.0994,0.117
55.3850,-0.1296,0.0212,-0.1740,0.218
55.4090,-0.0750,-0.0015,-0.1018,0.126
55.4500,-0.0803,0.0353,-0.1680,0.190
55.4510,-0.1175,0.0901,-0.1511,0.212
55.4660,-0.1481,0.0376,-0.2053,0.256
55.4800,-0.0382,-0.0538,-0.0741,0.099
55.5000,-0.0900,0.0273,-0.2269,0.246
55.5190,-0.0995,0.0488,-0.1716,0.204
55.5400,-0.1041,0.0107,-0.0657,0.124
55.5980,-0.0967,0.0403,-0.2016,0.227
55.5980,-0.1383,0.0795,-0.1992,0.255
55.5980,-0.0375,0.0021,-0.1343,0.139
55.6130,-0.1045,0.0164,-0.1223,0.162
55.6310,-0.0773,0.0412,-0.2005,0.219
55.6510,-0.1023,0.0022,-0.1175,0.156
55.6710,-0.1125,0.0212,-0.1643,0.200
55.6920,-0.1157,0.0664,-0.1667,0.214
55.7480,-0.0481,0.0343,-0.1439,0.156
55.7480,-0.0879,-0.0012,-0.0922,0.127
55.7490,-0.1040,-0.0022,-0.2486,0.269
55.7650,-0.1113,0.0538,-0.0705,0.142
55.7830,-0.0742,0.0132,-0.1066,0.131
55.8070,-0.1193,0.0276,-0.1583,0.200
55.8560,-0.0615,0.0167,-0.1126,0.129
55.8570,-0.1065,0.0417,-0.1294,0.173
55.8600,-0.0504,0.0548,-0.1692,0.185
55.8790,-0.1446,0.0010,-0.1427,0.203
55.8970,-0.0690,-0.0058,-0.1367,0.153
55.9170,-0.0956,0.0451,-0.0934,0.141
55.9360,-0.0904,0.0402,-0.1980,0.221
55.9610,-0.0913,0.0426,-0.1271,0.162
56.0240,-0.0831,0.0165,-0.1487,0.171
56.0240,-0.1314,0.0048,-0.2401,0.274
56.0240,-0.0275,0.0274,-0.0970,0.104
56.0310,-0.1558,0.0535,-0.0777,0.182
56.0500,-0.0835,0.0476,-0.1223,0.156
56.0690,-0.0913,-0.0190,-0.2077,0.228
56.0910,-0.0771,0.0252,-0.1235,0.148
56.1430,-0.1186,0.0810,-0.0501,0.152
56.1430,-0.0676,0.0228,-0.1668,0.181
56.1450,-0.1426,-0.0199,-0.1764,0.228
56.1650,-0.0430,0.0338,-0.0705,0.089
56.1830,-0.1034,0.0729,-0.1764,0.217
56.2010,-0.1074,0.0205,-0.1584,0.192
56.2210,-0.0373,-0.0130,-0.1199,0.126
56.2410,-0.0927,0.0264,-0.2149,0.236
56.2640,-0.1184,0.0216,-0.1138,0.166
56.2820,-0.0795,0.0620,-0.1295,0.164
56.2960,-0.1354,0.0441,-0.1223,0.188
56.3150,-0.0120,-0.0131,-0.0922,0.094
56.3350,-0.1196,0.0214,-0.2269,0.257
56.3530,-0.0964,0.0285,-0.0886,0.134
56.3800,-0.0774,0.0132,-0.1271,0.149
56.4280,-0.1284,0.0287,-0.2522,0.284
56.4290,-0.0784,0.0454,-0.1584,0.182
56.4310,-0.0791,0.0442,-0.1523,0.177
56.4490,-0.0851,0.0183,-0.1451,0.169
56.4670,-0.0997,0.0208,-0.1078,0.148
56.4860,-0.0993,0.0027,-0.2028,0.226
56.5130,-0.0389,0.0468,-0.1716,0.182
56.5580,-0.1009,0.0839,-0.0922,0.160
56.5590,-0.1272,-0.0078,-0.1283,0.181
56.5670,-0.0642,-0.0338,-0.1271,0.146
56.5820,-0.0741,0.0755,-0.0465,0.116
56.6010,-0.0764,0.0089,-0.1668,0.184
56.6200,-0.0984,0.0161,-0.2269,0.248
56.6390,-0.1212,0.0258,-0.0958,0.157
56.6590,-0.0876,0.0723,-0.1607,0.197
56.6840,-0.0595,-0.0063,-0.1331,0.146
56.6960,-0.0760,0.0020,-0.2005,0.214
56.7140,-0.0658,0.0388,-0.0802,0.111
56.7330,-0.1002,0.0069,-0.1668,0.195
56.7520,-0.0918,0.0380,-0.2329,0.253
56.7720,-0.0829,0.1247,-0.1319,0.200
56.8130,-0.0962,-0.0385,-0.0742,0.127
56.8130,-0.1064,-0.0277,-0.2149,0.241
56.8290,-0.1169,0.0757,-0.1427,0.199
56.8470,-0.0846,0.0424,-0.1199,0.153
56.8660,-0.0615,-0.0099,-0.0573,0.085
56.8850,-0.1364,0.0496,-0.0838,0.168
56.9050,-0.0529,0.0566,-0.1415,0.161
56.9470,-0.1154,0.0325,-0.2305,0.260
56.9470,-0.0720,-0.0292,-0.1211,0.144
56.9610,-0.1268,0.0496,-0.1391,0.195
56.9800,-0.0934,0.0508,-0.2065,0.232
56.9990,-0.0964,0.0304,-0.0898,0.135
57.0190,-0.0555,0.0327,-0.1271,0.142
57.0370,-0.1575,0.0481,-0.2378,0.289
57.0570,-0.0506,-0.0123,-0.1379,0.147
57.0860,-0.0685,0.0271,-0.1680,0.183
57.0940,-0.1264,0.0567,-0.1620,0.213
57.1130,-0.0953,0.0233,-0.1150,0.151
57.1320,-0.1056,0.0116,-0.2329,0.256
57.1510,-0.0830,0.0544,-0.0729,0.123
57.1700,-0.0826,0.0053,-0.1355,0.159
57.1900,-0.1020,0.0185,-0.2521,0.273
57.2200,-0.0809,0.0410,-0.1619,0.186
57.2270,-0.1371,0.0495,-0.0825,0.167
57.2460,-0.0587,0.0091,-0.2317,0.239
57.2650,-0.0898,0.0293,-0.1704,0.195
57.2840,-0.0934,0.0342,-0.1475,0.178
57.3030,-0.1067,-0.0013,-0.1499,0.184
57.3230,-0.1039,0.0237,-0.2979,0.316
57.3420,-0.1305,0.0463,-0.1848,0.231
57.3600,-0.0829,0.0272,-0.1114,0.141
57.3800,-0.0888,0.0367,-0.1968,0.219
57.3990,-0.0987,0.0237,-0.2281,0.250
57.4180,-0.0787,-0.0050,-0.1596,0.178
57.4370,-0.1072,0.0342,-0.1511,0.188
57.4550,-0.1175,0.0758,-0.2161,0.257
57.4830,-0.0977,0.0082,-0.1776,0.203
57.4940,-0.0668,0.0213,-0.1355,0.153
57.5140,-0.0823,0.0499,-0.1812,0.205
57.5360,-0.1279,0.0583,-0.2413,0.279
57.5510,-0.0639,-0.0177,-0.0838,0.107
57.5690,-0.0806,0.0207,-0.2028,0.219
57.5890,-0.1126,0.0466,-0.1944,0.229
57.6090,-0.0596,0.0560,-0.1223,0.147
57.6410,-0.0961,0.0454,-0.2004,0.227
57.6460,-0.0962,0.0262,-0.2089,0.231
57.6630,-0.0714,-0.0072,-0.1415,0.159
57.6830,-0.0843,0.0394,-0.1920,0.213
57.7020,-0.0912,0.0288,-0.1944,0.217
57.7210,-0.0814,0.0978,-0.0549,0.139
57.7590,-0.1084,-0.0047,-0.1704,0.202
57.7610,-0.1176,0.0170,-0.2666,0.292
57.7770,-0.0731,0.0597,0.0064,0.095
57.7970,-0.0623,0.0240,-0.1391,0.154
57.8160,-0.1236,-0.0046,-0.3701,0.390
57.8370,-0.1019,0.0764,-0.0152,0.128
57.8540,-0.0753,0.0488,-0.1632,0.186
57.9000,-0.1442,0.0618,-0.2847,0.325
57.9000,-0.0724,-0.0012,-0.1067,0.129
57.9110,-0.0705,-0.0249,-0.1055,0.129
57.9300,-0.1272,0.0788,-0.2667,0.306
57.9490,-0.0779,0.0500,-0.1187,0.151
57.9690,-0.0863,0.0130,-0.0682,0.111
57.9880,-0.1405,0.0369,-0.3184,0.350
58.0070,-0.0684,0.0809,-0.1055,0.149
58.0380,-0.0443,0.0012,-0.1175,0.126
58.0440,-0.1413,0.0167,-0.2751,0.310
58.0620,-0.0694,0.0501,-0.1007,0.132
58.0820,-0.0563,0.0167,-0.0309,0.066
58.1020,-0.1272,0.0750,-0.2510,0.291
58.1200,-0.1023,0.0736,-0.1007,0.161
58.1610,-0.0830,-0.0228,-0.1620,0.183
58.1610,-0.0996,0.0249,-0.1849,0.211
58.1770,-0.1103,0.0261,-0.1668,0.202
58.1960,-0.0686,0.0356,-0.1259,0.148
58.2150,-0.0614,0.0239,-0.1054,0.124
58.2340,-0.0900,0.0858,-0.1897,0.227
58.2540,-0.1260,0.0381,-0.1764,0.220
58.2740,-0.1117,-0.0011,-0.1343,0.175
58.3180,-0.0510,-0.0175,-0.0910,0.106
58.3190,-0.0554,0.0470,-0.1524,0.169
58.3290,-0.1068,0.0636,-0.2197,0.252
58.3470,-0.0912,0.1002,-0.1091,0.174
58.3670,-0.1120,-0.0214,-0.0670,0.132
58.3860,-0.0739,0.0155,-0.2077,0.221
58.4050,-0.1137,0.0596,-0.1211,0.176
58.4470,-0.0943,0.0263,-0.0923,0.135
58.4480,-0.0702,0.0322,-0.1512,0.170
58.4620,-0.1150,0.0418,-0.2149,0.247
58.4800,-0.0757,0.0333,-0.1620,0.182
58.5000,-0.1106,0.0442,-0.0958,0.153
58.5180,-0.0935,0.0348,-0.1704,0.197
58.5390,-0.0860,-0.0127,-0.1644,0.186
58.5570,-0.1050,0.0372,-0.1162,0.161
58.6000,-0.0891,0.0586,-0.1728,0.203
58.6010,-0.1165,0.0765,-0.1391,0.197
58.6140,-0.0821,0.0076,-0.1066,0.135
58.6330,-0.0856,0.0206,-0.1259,0.154
58.6520,-0.0878,0.0204,-0.1812,0.202
58.6710,-0.0861,0.0383,-0.1198,0.152
58.6910,-0.0770,0.0397,-0.1692,0.190
58.7360,-0.0510,0.0052,-0.0753,0.091
58.7370,-0.1374,0.0243,-0.1992,0.243
58.7470,-0.1028,0.0340,-0.1547,0.189
58.7660,-0.0746,0.0256,-0.1343,0.156
58.7850,-0.0629,0.0411,-0.1595,0.176
58.8040,-0.0897,-0.0172,-0.1547,0.180
58.8280,-0.0921,0.0566,-0.1331,0.171
58.8680,-0.1337,0.0780,-0.1716,0.231
58.8680,-0.0944,0.0255,-0.1691,0.195
58.8800,-0.1070,-0.0315,-0.1595,0.195
58.8990,-0.0651,0.0794,-0.1366,0.171
58.9180,-0.0897,0.0378,-0.1486,0.178
58.9370,-0.1191,0.0496,-0.1799,0.221
58.9560,-0.0643,0.0366,-0.0692,0.101
58.9790,-0.1290,0.0165,-0.1630,0.209
59.0190,-0.1124,0.0283,-0.1702,0.206
59.0190,-0.0593,0.0331,-0.0488,0.084
59.0320,-0.1193,0.0496,-0.1919,0.231
59.0510,-0.0706,0.0213,-0.1871,0.201
59.0700,-0.0854,0.0163,-0.1101,0.140
59.0890,-0.1433,0.0211,-0.1522,0.210
59.1140,-0.0639,0.0306,-0.1594,0.174
59.1640,-0.1273,0.0307,-0.1474,0.197
59.1640,-0.0905,0.0033,-0.1763,0.198
59.1640,-0.1081,0.0925,-0.0788,0.163
59.1830,-0.0815,0.0448,-0.2160,0.235
59.2020,-0.1115,-0.0112,-0.1318,0.173
59.2210,-0.0708,0.0592,-0.1570,0.182
59.2440,-0.1277,0.0057,-0.1991,0.237
59.2970,-0.0758,0.0509,-0.1763,0.199
59.2970,-0.0927,0.0474,-0.0704,0.126
59.2980,-0.0973,0.0092,-0.1823,0.207
59.3160,-0.1016,-0.0072,-0.1305,0.166
59.3360,-0.0728,0.0712,-0.1967,0.221
59.3540,-0.1822,0.0497,-0.1281,0.228
59.3740,-0.0730,0.0093,-0.1726,0.188
59.3950,-0.0851,0.0021,-0.1005,0.132
59.4390,-0.0754,0.0509,-0.2039,0.223
59.4390,-0.1256,0.0638,-0.0957,0.170
59.4500,-0.0991,0.0518,-0.1377,0.177
59.4680,-0.1224,0.0054,-0.2821,0.308
59.4880,-0.0791,0.0290,-0.0295,0.089
59.5070,-0.0790,0.0362,-0.2124,0.229
59.5290,-0.0985,0.0290,-0.1438,0.177
59.5720,-0.0961,0.0326,-0.1137,0.152
59.5730,-0.1346,0.0589,-0.2183,0.263
59.5820,-0.1197,0.0303,-0.0860,0.150
59.6020,-0.0775,0.0234,-0.0728,0.109
59.6200,-0.0665,0.0234,-0.1991,0.211
59.6400,-0.1259,0.0293,-0.1076,0.168
59.6670,-0.1158,0.0161,-0.1786,0.213
59.6770,-0.1422,0.0542,-0.0763,0.170
59.6970,-0.0704,0.0554,-0.2520,0.267
59.7150,-0.0818,0.0363,-0.1498,0.174
59.7350,-0.1011,-0.0007,-0.1149,0.153
59.7540,-0.1352,-0.0114,-0.1618,0.211
59.7730,-0.0645,0.1102,-0.1125,0.170
59.8060,-0.1010,0.0350,-0.1570,0.190
59.8100,-0.0828,0.0100,-0.1064,0.135
59.8300,-0.1244,0.0159,-0.1221,0.175
59.8480,-0.0500,0.0420,-0.1173,0.134
59.8680,-0.1310,0.0383,-0.0896,0.163
59.8870,-0.1031,0.0287,-0.1449,0.180
59.9060,-0.1104,0.0229,-0.2123,0.240
59.9250,-0.0503,0.0314,-0.0210,0.063
59.9590,-0.0974,0.0575,-0.1630,0.198
59.9630,-0.1330,0.0207,-0.2063,0.246
59.9820,-0.0807,0.0300,-0.0992,0.131
60.0000,-0.0902,0.0325,-0.1305,0.162
60.0200,-0.0971,0.0219,-0.2905,0.307
60.0380,-0.0869,0.0788,-0.0583,0.131
60.0580,-0.0785,0.0313,-0.1065,0.136
60.0910,-0.1001,-0.0270,-0.1341,0.170
60.0950,-0.0956,0.0561,-0.1197,0.163
60.1150,-0.1110,0.0751,-0.1558,0.205
60.1340,-0.0662,0.0581,-0.0692,0.112
60.1530,-0.0734,-0.0025,-0.1438,0.161
60.1720,-0.1211,-0.0251,-0.2292,0.260
60.1910,-0.1156,0.0462,0.0427,0.132
60.2100,-0.0640,0.0877,-0.1053,0.151
60.2420,-0.1670,0.0386,-0.2713,0.321
60.2520,-0.0709,-0.0030,-0.1378,0.155
60.2670,-0.0838,0.0638,-0.0680,0.125
60.2860,-0.0898,0.0508,-0.1330,0.168
60.3050,-0.1026,-0.0004,-0.1847,0.211
60.3230,-0.1127,-0.0111,-0.0632,0.130
